loc_code,data1,data2,data3,data4,data5,data6
30100393,"Fakultas Pertanian Perikanan dan Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Pertanian Perikanan dan Kelautan",NULL,NULL,"Universitas Bangka Belitung","Prodi S1 Manajemen Sumberdaya Perairan Jurusan Manajemen Sumberdaya Perairan"
30100393,"Fakultas Pertanian Perikanan dan Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Pertanian Perikanan dan Kelautan",NULL,NULL,"Universitas Bangka Belitung","Prodi S1 Manajemen Sumberdaya Perairan Jurusan Manajemen Sumberdaya Perairan"
30100393,"Fakultas Pertanian Perikanan dan Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Pertanian Perikanan dan Kelautan",NULL,NULL,"Universitas Bangka Belitung","Prodi S1 Manajemen Sumberdaya Perairan Jurusan Manajemen Sumberdaya Perairan"
30100393,"Fakultas Pertanian Perikanan dan Kelautan","Jurusan Manajemen Sumberdaya Perairan Fakultas Pertanian Perikanan dan Kelautan",NULL,NULL,"Universitas Bangka Belitung","Prodi S1 Manajemen Sumberdaya Perairan Jurusan Manajemen Sumberdaya Perairan"
30100399,NULL,NULL,"Universitas Mataram","Fakultas Ekonomi dan Bisnis","Prodi S1 Ilmu Ekonomi Studi Pembangunan Fakultas Ekonomi dan Bisnis",NULL
30100399,NULL,NULL,"Universitas Mataram","Fakultas Ekonomi dan Bisnis","Prodi S1 Ilmu Ekonomi Studi Pembangunan Fakultas Ekonomi dan Bisnis",NULL
30100407,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Fisika Jurusan Fisika"
30100407,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Fisika Jurusan Fisika"
30100407,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Fisika Jurusan Fisika"
30100407,NULL,NULL,"Universitas Pembangunan Nasional "Veteran"" Jawa Timur"","Fakultas Teknik dan Sains","Prodi S1","Fisika Jurusan Fisika"
30100420,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 Pendidikan Guru 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Sekolah Dasar Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan"
30100420,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 Pendidikan Guru 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Sekolah Dasar Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan"
30100423,NULL,NULL,"Universitas Negeri Medan","Fakultas Bahasa dan Seni","Jurusan Pendidikan Bahasa dan Sastra Indonesia","Prodi S1 Sastra Indonesia"
30100423,NULL,NULL,"Universitas Negeri Medan","Fakultas Bahasa dan Seni","Jurusan Pendidikan Bahasa dan Sastra Indonesia","Prodi S1 Sastra Indonesia"
30100433,NULL,NULL,"Institut Seni Indonesia Surakarta","Program Pascasarjana","Prodi S-3 Seni Program Doktor",NULL
30100433,NULL,NULL,"Institut Seni Indonesia Surakarta","Program Pascasarjana","Prodi S-3 Seni Program Doktor",NULL
30100433,NULL,NULL,"Institut Seni Indonesia Surakarta","Program Pascasarjana","Prodi S-3 Seni Program Doktor",NULL
30100433,NULL,NULL,"Institut Seni Indonesia Surakarta","Program Pascasarjana","Prodi S-3 Seni Program Doktor",NULL
30100436,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar","Studi S1 Pendidikan Matematika Jurusan Matematika"
30100436,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar","Studi S1 Pendidikan Matematika Jurusan Matematika"
30100436,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar","Studi S1 Pendidikan Matematika Jurusan Matematika"
30100436,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika Fakultas Matematika dan Ilmu Pengetahuan Alam","Program 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Makassar","Studi S1 Pendidikan Matematika Jurusan Matematika"
30100462,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS EKONOMI DAN BISNIS","Prodi S2","Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis"
30100462,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS EKONOMI DAN BISNIS","Prodi S2","Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis"
30100473,NULL,NULL,"Universitas Tadulako",Pascasarjana,"Prodi S3 Ilmu Sosial Pascasarjana",NULL
30100473,NULL,NULL,"Universitas Tadulako",Pascasarjana,"Prodi S3 Ilmu Sosial Pascasarjana",NULL
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100479,NULL,NULL,"Universitas Jember","Fakultas Kedokteran",Bagian,"Program Studi Sarjana (S1) Pendidikan Kedokteran"
30100481,"Kedokteran dan Ilmu Kesehatan","Jurusan Psikologi Fakultas Kedokteran dan Ilmu Kesehatan","Prodi S1 Psikologi Fakultas Kedokteran 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Ilmu Kesehatan"
30100481,"Kedokteran dan Ilmu Kesehatan","Jurusan Psikologi Fakultas Kedokteran dan Ilmu Kesehatan","Prodi S1 Psikologi Fakultas Kedokteran 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Ilmu Kesehatan"
30100483,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D4 Teknik Informatika Jurusan Teknologi Informasi",NULL
30100483,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D4 Teknik Informatika Jurusan Teknologi Informasi",NULL
30100484,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Kimia Fakultas Sains dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Teknologi"
30100484,"Fakultas Sains dan Teknologi","Jurusan Matematika dan Ilmu Pengetahuan Alam Fakultas Sains dan Teknologi","Prodi S1 Kimia Fakultas Sains dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Teknologi"
30100494,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Komputer","Jurusan Sistem Informasi Fakultas Ilmu Komputer","Program Studi S-1 Sistem 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Informasi Jurusan Sistem Informasi Fakultas Ilmu Komputer"
30100494,"Universitas Pembangunan Nasional Veteran Jakarta","Fakultas Ilmu Komputer","Jurusan Sistem Informasi Fakultas Ilmu Komputer","Program Studi S-1 Sistem 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Informasi Jurusan Sistem Informasi Fakultas Ilmu Komputer"
30100498,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Teknologi Mineral dan Energi","Jurusan Teknik Lingkungan Fakultas Teknologi Mineral dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Energi","Program Studi S2 Manajemen Bencana Jurusan Teknik Lingkungan"
30100498,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Teknologi Mineral dan Energi","Jurusan Teknik Lingkungan Fakultas Teknologi Mineral dan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Energi","Program Studi S2 Manajemen Bencana Jurusan Teknik Lingkungan"
30100499,Tirtayasa,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sultan Ageng Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
30100499,Tirtayasa,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sultan Ageng Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
30100499,Tirtayasa,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sultan Ageng Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
30100499,Tirtayasa,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sultan Ageng Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik"
30100506,NULL,NULL,"Universitas Udayana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100506,NULL,NULL,"Universitas Udayana","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik",NULL
30100508,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Hukum","Jurusan Hukum S1 Fakkultas Hukum","Prodi S2 Hukum Fakultas Hukum"
30100508,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Hukum","Jurusan Hukum S1 Fakkultas Hukum","Prodi S2 Hukum Fakultas Hukum"
30100508,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Hukum","Jurusan Hukum S1 Fakkultas Hukum","Prodi S2 Hukum Fakultas Hukum"
30100508,NULL,NULL,"Universitas Sultan Ageng Tirtayasa","Fakultas Hukum","Jurusan Hukum S1 Fakkultas Hukum","Prodi S2 Hukum Fakultas Hukum"
30100512,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika","Prodi S1 Ilmu Komputer"
30100512,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika","Prodi S1 Ilmu Komputer"
30100512,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika","Prodi S1 Ilmu Komputer"
30100512,NULL,NULL,"Universitas Negeri Medan","Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Matematika","Prodi S1 Ilmu Komputer"
30100513,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Ekonomi dan Bisnis","Jurusan Akuntansi Fakultas Ekonomi dan Bisnis","Program Studi S2 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Akuntansi Jurusan Akuntansi"
30100513,"Universitas Pembangunan Nasional Veteran Yogyakarta","Fakultas Ekonomi dan Bisnis","Jurusan Akuntansi Fakultas Ekonomi dan Bisnis","Program Studi S2 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pembangunan Akuntansi Jurusan Akuntansi"
30100514,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Jasmani 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Jurusan Ilmu Pendidikan"
30100514,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan Jasmani 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Jurusan Ilmu Pendidikan"
30100526,"Fakultas Ilmu Sosial dan Hukum","Jurusan S1 Pendidikan Sejarah Fakultas Ilmu Sosial dan Hukum","Prodi S2 Pendidikan Ilmu 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Manado","Pengetahuan Sosial Jurusan Pendidikan Sejarah Fakultas Ilmu Sosial dan Hukum"
30100526,"Fakultas Ilmu Sosial dan Hukum","Jurusan S1 Pendidikan Sejarah Fakultas Ilmu Sosial dan Hukum","Prodi S2 Pendidikan Ilmu 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Negeri Manado","Pengetahuan Sosial Jurusan Pendidikan Sejarah Fakultas Ilmu Sosial dan Hukum"
30100533,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Material Fakultas Teknologi Industri",NULL
30100533,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Material Fakultas Teknologi Industri",NULL
30100534,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S2 Magister Administrasi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Publik Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik"
30100534,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik","Program Studi S2 Magister Administrasi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Sriwijaya","Fakultas Publik Jurusan Administrasi Publik Fakultas Ilmu Sosial dan Ilmu Politik"
30100539,NULL,NULL,"Universitas Borneo Tarakan","Fakultas Ekonomi dan Bisnis","Jurusan S2 Ilmu Manajemen Fakultas Ekonomi dan Bisnis",NULL
30100539,NULL,NULL,"Universitas Borneo Tarakan","Fakultas Ekonomi dan Bisnis","Jurusan S2 Ilmu Manajemen Fakultas Ekonomi dan Bisnis",NULL
30100544,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Bioteknologi Program Pascasarjana",NULL
30100544,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Bioteknologi Program Pascasarjana",NULL
30100550,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biomedis Fakultas Teknologi Industri",NULL
30100550,NULL,NULL,"Institut Teknologi Sumatera","Fakultas Teknologi Industri","Prodi S1 Teknik Biomedis Fakultas Teknologi Industri",NULL
30100553,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Hukum","Jurusan S1 Ilmu Hukum",NULL
30100553,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Hukum","Jurusan S1 Ilmu Hukum",NULL
30100562,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Arsitektur Fakultas Teknik"
30100562,NULL,NULL,"UNIVERSITAS LAMBUNG MANGKURAT","FAKULTAS TEKNIK","Prodi S1","Arsitektur Fakultas Teknik"
30100567,NULL,NULL,"Universitas Riau","Fakultas Keperawatan","Jursan Keperawatan Fakultas Keperawatan","Prodi S2 Keperawatan Jurusan Keperawatan"
30100567,NULL,NULL,"Universitas Riau","Fakultas Keperawatan","Jursan Keperawatan Fakultas Keperawatan","Prodi S2 Keperawatan Jurusan Keperawatan"
30100572,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu Komunikasi Jurusan Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Komunikasi"
30100572,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu Komunikasi Jurusan Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Komunikasi"
30100572,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu Komunikasi Jurusan Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Komunikasi"
30100572,"Fakultas Ilmu Sosial dan Ilmu Politik","Jurusan Ilmu Komunikasi Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S2 Ilmu Komunikasi Jurusan Ilmu 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tadulako","Fakultas Komunikasi"
30100580,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Jasmani dan Olahraga Program Pascasarjana",NULL
30100580,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Jasmani dan Olahraga Program Pascasarjana",NULL
30100608,NULL,NULL,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan IPA Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100608,NULL,NULL,"Universitas Negeri Makassar","Fakultas Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan IPA Fakultas Matematika dan Ilmu Pengetahuan Alam",NULL
30100611,NULL,NULL,"Politeknik Negeri Bandung","Jurusan Akuntansi","S2 Keuangan dan Perbankan Syariah Terapan Jurusan Akuntansi",NULL
30100611,NULL,NULL,"Politeknik Negeri Bandung","Jurusan Akuntansi","S2 Keuangan dan Perbankan Syariah Terapan Jurusan Akuntansi",NULL
30100628,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S2 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Pendidikan Ekonomi Fakultas Keguruan dan Ilmu Pendidikan"
30100628,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan Ilmu Pendidikan","Prodi S2 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas Pendidikan Ekonomi Fakultas Keguruan dan Ilmu Pendidikan"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100630,"Fakultas Sains dan Teknologi","Jurusan Teknik Elektro dan Informatika Fakultas Sains dan Teknologi","Prodi S1 Sistem Informasi Fakultas Sains 4 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Jambi","Fakultas dan Teknologi"
30100632,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Teknik","Jurusan S1 Teknik Industri","Program Studi S1 Teknik Industri"
30100632,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Teknik","Jurusan S1 Teknik Industri","Program Studi S1 Teknik Industri"
30100634,"Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Borneo Tarakan","Bimbingan dan Konseling Fakultas Keguruan dan Ilmu Pendidikan"
30100634,"Fakultas Keguruan dan Ilmu Pendidikan","Jurusan Ilmu Pendidikan Fakultas Keguruan dan Ilmu Pendidikan","Program Studi S1 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Borneo Tarakan","Bimbingan dan Konseling Fakultas Keguruan dan Ilmu Pendidikan"
30100638,NULL,NULL,"Universitas Sam Ratulangi","Fakultas Teknik","Program Studi S2 Arsitektur Fakultas Teknik",NULL
30100638,NULL,NULL,"Universitas Sam Ratulangi","Fakultas Teknik","Program Studi S2 Arsitektur Fakultas Teknik",NULL
30100638,NULL,NULL,"Universitas Sam Ratulangi","Fakultas Teknik","Program Studi S2 Arsitektur Fakultas Teknik",NULL
30100638,NULL,NULL,"Universitas Sam Ratulangi","Fakultas Teknik","Program Studi S2 Arsitektur Fakultas Teknik",NULL
30100643,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Pendidikan Vokasi Keteknikan Program Pascasarjana",NULL
30100643,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Pendidikan Vokasi Keteknikan Program Pascasarjana",NULL
30100643,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Pendidikan Vokasi Keteknikan Program Pascasarjana",NULL
30100643,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S3 Pendidikan Vokasi Keteknikan Program Pascasarjana",NULL
30100667,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Kependudukan dan Lingkungan Hidup Program Pascasarjana",NULL
30100667,NULL,NULL,"Universitas Negeri Makassar","Program Pascasarjana","Program Studi S2 Pendidikan Kependudukan dan Lingkungan Hidup Program Pascasarjana",NULL
