loc_code,data1,data2,data3,data4,data5,data6
30100803,NULL,NULL,"Universitas Negeri Medan","Fakultas Teknik","Jurusan Pendidikan Teknik Bangunan","Prodi S1 Pendidikan Teknik Bangunan"
30100803,NULL,NULL,"Universitas Negeri Medan","Fakultas Teknik","Jurusan Pendidikan Teknik Bangunan","Prodi S1 Pendidikan Teknik Bangunan"
30100803,NULL,NULL,"Universitas Negeri Medan","Fakultas Teknik","Jurusan Pendidikan Teknik Bangunan","Prodi S1 Pendidikan Teknik Bangunan"
30100803,NULL,NULL,"Universitas Negeri Medan","Fakultas Teknik","Jurusan Pendidikan Teknik Bangunan","Prodi S1 Pendidikan Teknik Bangunan"
30100803,NULL,NULL,"Universitas Negeri Medan","Fakultas Teknik","Jurusan Pendidikan Teknik Bangunan","Prodi S1 Pendidikan Teknik Bangunan"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100804,NULL,NULL,"Politeknik Negeri Banyuwangi","Jurusan Pertanian","D4 Teknologi Budi Daya Perikanan","Teknologi Akuakultur Jurusan Pertanian"
30100807,NULL,NULL,"Universitas Nusa Cendana","Fakultas Sains dan Teknik","Prodi S1 Teknik Mesin Fakultas Sains dan Teknik",NULL
30100807,NULL,NULL,"Universitas Nusa Cendana","Fakultas Sains dan Teknik","Prodi S1 Teknik Mesin Fakultas Sains dan Teknik",NULL
30100810,"Fakultas Bahasa dan Seni","Jurusan Seni dan Desain Fakultas Bahasa dan Seni","Program Studi D3 Desain Komunikasi Visual Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pendidikan Ganesha","Seni dan Desain"
30100810,"Fakultas Bahasa dan Seni","Jurusan Seni dan Desain Fakultas Bahasa dan Seni","Program Studi D3 Desain Komunikasi Visual Jurusan 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Pendidikan Ganesha","Seni dan Desain"
30100811,NULL,NULL,"Politeknik Negeri Bali","Jurusan Teknik Mesin","D4 Rekayasa Perancangan Mekanik",NULL
30100811,NULL,NULL,"Politeknik Negeri Bali","Jurusan Teknik Mesin","D4 Rekayasa Perancangan Mekanik",NULL
30100815,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Kelautan Fakultas Pembangunan Berkelanjutan",NULL
30100815,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Kelautan Fakultas Pembangunan Berkelanjutan",NULL
30100815,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Kelautan Fakultas Pembangunan Berkelanjutan",NULL
30100815,NULL,NULL,"Institut Teknologi Kalimantan","Fakultas Pembangunan Berkelanjutan","Prodi S1 Teknik Kelautan Fakultas Pembangunan Berkelanjutan",NULL
30100816,NULL,NULL,"Politeknik Negeri Bengkalis","Jurusan Teknik Sipil","Program Studi D3 Teknik Sipil",NULL
30100816,NULL,NULL,"Politeknik Negeri Bengkalis","Jurusan Teknik Sipil","Program Studi D3 Teknik Sipil",NULL
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100818,NULL,NULL,"Universitas Negeri Medan","Fakultas Ilmu Pendidikan","Jurusan Pendidikan Prasekolah dan Sekolah Dasar","Prodi S1 Pendidikan Guru Sekolah Dasar"
30100819,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi S2 Fisiologi Olahraga Fakultas Kedokteran",NULL
30100819,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi S2 Fisiologi Olahraga Fakultas Kedokteran",NULL
30100819,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi S2 Fisiologi Olahraga Fakultas Kedokteran",NULL
30100819,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi S2 Fisiologi Olahraga Fakultas Kedokteran",NULL
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100822,NULL,NULL,"Universitas Negeri Makassar","Fakultas Teknik","Jurusan Pendidikan Teknik Otomotif Fakultas Teknik","Program Studi D4 Teknik Otomotif Pendidikan Teknik Otomotif"
30100823,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D3 Teknologi Informasi Kampus Lumajang Jurusan Teknologi Informasi",NULL
30100823,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D3 Teknologi Informasi Kampus Lumajang Jurusan Teknologi Informasi",NULL
30100823,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D3 Teknologi Informasi Kampus Lumajang Jurusan Teknologi Informasi",NULL
30100823,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknologi Informasi","D3 Teknologi Informasi Kampus Lumajang Jurusan Teknologi Informasi",NULL
30100825,NULL,NULL,"Universitas Palangka Raya","Fakultas Teknik","Jurusan Teknik Pertambangan Fakultas Teknik",NULL
30100825,NULL,NULL,"Universitas Palangka Raya","Fakultas Teknik","Jurusan Teknik Pertambangan Fakultas Teknik",NULL
30100826,NULL,NULL,"Universitas Maritim Raja Ali Haji","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan","Fakultas Ilmu Sosial dan Ilmu Politik"
30100826,NULL,NULL,"Universitas Maritim Raja Ali Haji","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan","Fakultas Ilmu Sosial dan Ilmu Politik"
30100826,NULL,NULL,"Universitas Maritim Raja Ali Haji","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan","Fakultas Ilmu Sosial dan Ilmu Politik"
30100826,NULL,NULL,"Universitas Maritim Raja Ali Haji","Fakultas Ilmu Sosial dan Ilmu Politik","Prodi S1 Ilmu Pemerintahan","Fakultas Ilmu Sosial dan Ilmu Politik"
30100827,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Cenderawasih","Geofisika Jurusan Fisika"
30100827,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Cenderawasih","Geofisika Jurusan Fisika"
30100827,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Cenderawasih","Geofisika Jurusan Fisika"
30100827,"Fakultas Matematika dan Ilmu Pengetahuan Alam","Jurusan Fisika Fakultas Matematika dan Ilmu Pengetahuan Alam","Prodi S1 Teknik 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Cenderawasih","Geofisika Jurusan Fisika"
30100831,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni"
30100831,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni"
30100831,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni"
30100831,"Fakultas Ilmu Keguruan dan Pendidikan","Jurusan Pendidikan Bahasa dan Seni Fakultas Keguruan dan Ilmu Pendidikan","Prodi S1 Pendidikan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Samudra","Fakultas Bahasa Inggris Jurusan Pendidikan Bahasa dan Seni"
30100834,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Teknik","Program Studi D4 Desain Mode Fakultas Teknik",NULL
30100834,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Teknik","Program Studi D4 Desain Mode Fakultas Teknik",NULL
30100835,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknik Mesin","D3 Teknologi Pemeliharaan Pesawat Udara Jurusan Teknik Mesin",NULL
30100835,NULL,NULL,"Politeknik Negeri Malang","Jurusan Teknik Mesin","D3 Teknologi Pemeliharaan Pesawat Udara Jurusan Teknik Mesin",NULL
30100836,"Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi Studi Pembangunan","Prodi S1 Ekonomi Islam Jurusan Ilmu Ekonomi Studi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tanjungpura",Pembangunan
30100836,"Fakultas Ekonomi dan Bisnis","Jurusan Ilmu Ekonomi Studi Pembangunan","Prodi S1 Ekonomi Islam Jurusan Ilmu Ekonomi Studi 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Tanjungpura",Pembangunan
30100838,"Ekonomi dan Bisnis","Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Pembangunan Jurusan Ekonomi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Pembangunan"
30100838,"Ekonomi dan Bisnis","Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Pembangunan Jurusan Ekonomi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Pembangunan"
30100838,"Ekonomi dan Bisnis","Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Pembangunan Jurusan Ekonomi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Pembangunan"
30100838,"Ekonomi dan Bisnis","Jurusan Ekonomi Pembangunan Fakultas Ekonomi dan Bisnis","Prodi S1 Ekonomi Pembangunan Jurusan Ekonomi 3 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"Universitas Lampung","Fakultas Pembangunan"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100843,NULL,NULL,"Universitas Papua","Fakultas Sastra dan Budaya","Jurusan S1 Sastra Indonesia","Prodi S1 Sastra indonesia"
30100847,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Pendidikan Sejarah Fakultas Ilmu Sosial",NULL
30100847,NULL,NULL,"Universitas Negeri Gorontalo","Fakultas Ilmu Sosial","Jurusan S1 Pendidikan Sejarah Fakultas Ilmu Sosial",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100848,NULL,NULL,"Universitas Negeri Makassar","Fakultas Ilmu Keolahragaan","Jurusan Fisioterapi Fakultas Ilmu Keolahragaan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100854,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Ilmu Pendidikan","Program Studi S1 Bimbingan Konseling Fakultas Ilmu Pendidikan",NULL
30100857,NULL,NULL,"Universitas Bengkulu","Fakultas Ekonomi dan Bisnis","S1 Jurusan Akuntansi","Program Studi S1 Akuntasi"
30100857,NULL,NULL,"Universitas Bengkulu","Fakultas Ekonomi dan Bisnis","S1 Jurusan Akuntansi","Program Studi S1 Akuntasi"
30100858,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"UNIVERSITAS LAMBUNG Ilmu Pendidikan","Prodi S1"
30100858,"Universitas Lambung Mangkurat","FAKULTAS KEGURUAN DAN ILMU PENDIDIKAN","Jurusan Pendidikan Ilmu Pengetahuan Sosial Fakultas Keguruan dan 2 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI",NULL,"UNIVERSITAS LAMBUNG Ilmu Pendidikan","Prodi S1"
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100859,NULL,NULL,"Universitas Negeri Jakarta","Fakultas Bahasa dan Seni","Program Studi S1 Pendidikan Bahasa Arab Fakultas Bahasa dan Seni",NULL
30100860,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi Sp-1 Obsterik dan Ginekologi Fakultas Kedokteran",NULL
30100860,NULL,NULL,"Universitas Udayana","Fakultas Kedokteran","Prodi Sp-1 Obsterik dan Ginekologi Fakultas Kedokteran",NULL
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100861,NULL,NULL,"Politeknik Negeri Semarang","Jurusan Administrasi Bisnis","Program Studi D3","Administrasi Bisnis"
30100862,NULL,NULL,"Politeknik Negeri Pontianak","Jurusan Administrasi Bisnis","D4 Administrasi Bisnis Otomotif","Jurusan Administrasi Bisnis"
30100862,NULL,NULL,"Politeknik Negeri Pontianak","Jurusan Administrasi Bisnis","D4 Administrasi Bisnis Otomotif","Jurusan Administrasi Bisnis"
30100862,NULL,NULL,"Politeknik Negeri Pontianak","Jurusan Administrasi Bisnis","D4 Administrasi Bisnis Otomotif","Jurusan Administrasi Bisnis"
30100862,NULL,NULL,"Politeknik Negeri Pontianak","Jurusan Administrasi Bisnis","D4 Administrasi Bisnis Otomotif","Jurusan Administrasi Bisnis"
30100864,"Fakultas Kedokteran","Program Studi Pendidikan Dokter Spesialis 1 Ilmu Kedokteran Fisik & Rehabilitasi Fakultas Kedokteran Universitas 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","Sam Ratulangi",NULL
30100864,"Fakultas Kedokteran","Program Studi Pendidikan Dokter Spesialis 1 Ilmu Kedokteran Fisik & Rehabilitasi Fakultas Kedokteran Universitas 1 KEMENTERIAN PENDIDIKAN KEBUDAYAAN RISET DAN TEKNOLOGI","PERGURUAN TINGGI NEGERI","Universitas Sam Ratulangi","Sam Ratulangi",NULL
30100865,NULL,NULL,"Universitas Bengkulu","Fakultas Keguruan dan Ilmu Pendidikan","S1 Jurusan Pendidikan Matematika dan Ilmu Pengetahuan Alam","Program Studi S1 Pendidikan IPA"
